,Name,Super Power,Super Power Processed
3735,Namorita,Longevity,Longevity
3736,Namorita,Super Strength,Super Strength
3737,Namorita,Stamina,S t a m i n a
3738,Namorita,Super Speed,Super Speed
3739,Namorita,Reflexes,Reflexes
3740,Naruto Uzumaki,Agility,A g i l i t y
3741,Naruto Uzumaki,Accelerated Healing,Accelerated Healing
3742,Naruto Uzumaki,Stealth,S t e a l t h
3743,Naruto Uzumaki,Marksmanship,Marksmanship
3744,Naruto Uzumaki,Weapons Master,Weapons Master
3745,Naruto Uzumaki,Longevity,Longevity
3746,Naruto Uzumaki,Super Strength,Super Strength
3747,Naruto Uzumaki,Duplication,Duplication
3748,Naruto Uzumaki,Stamina,S t a m i n a
3749,Naruto Uzumaki,Super Speed,Super Speed
3750,Naruto Uzumaki,Teleportation,Teleportation
3751,Naruto Uzumaki,Magic,M a g i c
3752,Naruto Uzumaki,Shapeshifting,Shapeshifting
3753,Naruto Uzumaki,Camouflage,Camouflage
3754,Naruto Uzumaki,Fire Control,Fire Control
3755,Naruto Uzumaki,Energy Constructs,Energy Constructs
3756,Naruto Uzumaki,Empathy,E m p a t h y
3757,Naruto Uzumaki,Heat Generation,Heat Generation
3758,Naruto Uzumaki,Energy Manipulation,Energy Manipulation
3759,Naruto Uzumaki,Enhanced Smell,Enhanced Smell
3760,Naruto Uzumaki,Wallcrawling,Wallcrawling
3761,Naruto Uzumaki,Weather Control,Weather Control
3762,Nathan Petrelli,Flight,F l i g h t
3763,Nebula,Durability,Durability
3764,Nebula,Marksmanship,Marksmanship
3765,Nebula,Super Strength,Super Strength
3766,Negasonic Teenage Warhead,Telepathy,Telepathy
3767,Negasonic Teenage Warhead,Precognition,Precognition
3768,Nick Fury,Weapons Master,Weapons Master
3769,Nick Fury,Longevity,Longevity
3770,Nightcrawler,Agility,A g i l i t y
3771,Nightcrawler,Stealth,S t e a l t h
3772,Nightcrawler,Teleportation,Teleportation
3773,Nightcrawler,Camouflage,Camouflage
3774,Nightcrawler,Reflexes,Reflexes
3775,Nightcrawler,Wallcrawling,Wallcrawling
3776,Nightcrawler,Vision - Night,Vision - Night
3777,Nightwing,Agility,A g i l i t y
3778,Nightwing,Stealth,S t e a l t h
3779,Nightwing,Marksmanship,Marksmanship
3780,Nightwing,Weapons Master,Weapons Master
3781,Nightwing,Intelligence,Intelligence
3782,Nightwing,Stamina,S t a m i n a
3783,Nightwing,Weapon-based Powers,Weapon-based Powers
3784,Nightwing,Peak Human Condition,Peak Human Condition
3785,Niki Sanders,Super Strength,Super Strength
3786,Nina Theroux,Psionic Powers,Psionic Powers
3787,Nina Theroux,Mind Control,Mind Control
3788,Northstar,Durability,Durability
3789,Northstar,Super Speed,Super Speed
3790,Northstar,Reflexes,Reflexes
3791,Northstar,Molecular Manipulation,Molecular Manipulation
3792,Northstar,Illumination,Illumination
3793,Nova,Agility,A g i l i t y
3794,Nova,Accelerated Healing,Accelerated Healing
3795,Nova,Durability,Durability
3796,Nova,Energy Absorption,Energy Absorption
3797,Nova,Flight,F l i g h t
3798,Nova,Super Strength,Super Strength
3799,Nova,Energy Blasts,Energy Blasts
3800,Nova,Stamina,S t a m i n a
3801,Nova,Super Speed,Super Speed
3802,Nova,Energy Beams,Energy Beams
3803,Nova,Fire Control,Fire Control
3804,Nova,Reflexes,Reflexes
3805,Nova,Invulnerability,Invulnerability
3806,Nova,Fire Resistance,Fire Resistance
3807,Nova,Nova Force,Nova Force
3808,Nova,Heat Generation,Heat Generation
3809,Nova,Light Control,Light Control
3810,Nova,Energy Manipulation,Energy Manipulation
3811,Nova,Heat Resistance,Heat Resistance
3812,Nova,Vision - Telescopic,Vision - Telescopic
3813,Nova,Vision - Night,Vision - Night
3814,Nova,Vision - Infrared,Vision - Infrared
3815,Nova,Vision - X-Ray,Vision - X-Ray
3816,Nova,Vision - Thermal,Vision - Thermal
3817,Odin,Agility,A g i l i t y
3818,Odin,Accelerated Healing,Accelerated Healing
3819,Odin,Durability,Durability
3820,Odin,Stealth,S t e a l t h
3821,Odin,Energy Absorption,Energy Absorption
3822,Odin,Longevity,Longevity
3823,Odin,Intelligence,Intelligence
3824,Odin,Super Strength,Super Strength
3825,Odin,Cryokinesis,Cryokinesis
3826,Odin,Telepathy,Telepathy
3827,Odin,Energy Blasts,Energy Blasts
3828,Odin,Size Changing,Size Changing
3829,Odin,Stamina,S t a m i n a
3830,Odin,Super Speed,Super Speed
3831,Odin,Teleportation,Teleportation
3832,Odin,Telekinesis,Telekinesis
3833,Odin,Magic,M a g i c
3834,Odin,Shapeshifting,Shapeshifting
3835,Odin,Reflexes,Reflexes
3836,Odin,Invulnerability,Invulnerability
3837,Odin,Force Fields,Force Fields
3838,Odin,Precognition,Precognition
3839,Odin,Energy Manipulation,Energy Manipulation
3840,Odin,Time Travel,Time Travel
3841,Odin,Illusions,Illusions
3842,Odin,Omnilingualism,Omnilingualism
3843,Odin,Time Manipulation,Time Manipulation
3844,Odin,Invisibility,Invisibility
3845,Odin,Matter Absorption,Matter Absorption
3846,Odin,Weather Control,Weather Control
3847,Odin,Odin Force,Odin Force
3848,Offspring,Cold Resistance,Cold Resistance
3849,Offspring,Size Changing,Size Changing
3850,Offspring,Density Control,Density Control
3851,Offspring,Shapeshifting,Shapeshifting
3852,Offspring,Immortality,Immortality
3853,Offspring,Invulnerability,Invulnerability
3854,Offspring,Elasticity,Elasticity
3855,Offspring,Heat Resistance,Heat Resistance
3856,Offspring,Telepathy Resistance,Telepathy Resistance
3857,Offspring,Mind Control Resistance,Mind Control Resis
3858,Omniscient,Intelligence,Intelligence
3859,Omniscient,Telepathy,Telepathy
3860,Omniscient,Teleportation,Teleportation
3861,Omniscient,Mind Blast,Mind Blast
3862,Omniscient,Telepathy Resistance,Telepathy Resistance
3863,Omniscient,Mind Control Resistance,Mind Control Resis
3864,One Punch Man,Agility,A g i l i t y
3865,One Punch Man,Danger Sense,Danger Sense
3866,One Punch Man,Super Strength,Super Strength
3867,One Punch Man,Stamina,S t a m i n a
3868,One Punch Man,Super Speed,Super Speed
3869,One Punch Man,Enhanced Senses,Enhanced Senses
3870,One Punch Man,Reflexes,Reflexes
3871,One Punch Man,Invulnerability,Invulnerability
3872,One Punch Man,Telepathy Resistance,Telepathy Resistance
3873,One-Above-All,Agility,A g i l i t y
3874,One-Above-All,Accelerated Healing,Accelerated Healing
3875,One-Above-All,Dimensional Awareness,Dimensional Awareness
3876,One-Above-All,Durability,Durability
3877,One-Above-All,Energy Absorption,Energy Absorption
3878,One-Above-All,Flight,F l i g h t
3879,One-Above-All,Intelligence,Intelligence
3880,One-Above-All,Super Strength,Super Strength
3881,One-Above-All,Size Changing,Size Changing
3882,One-Above-All,Super Speed,Super Speed
3883,One-Above-All,Death Touch,Death Touch
3884,One-Above-All,Teleportation,Teleportation
3885,One-Above-All,Magic,M a g i c
3886,One-Above-All,Dimensional Travel,Dimensional Travel
3887,One-Above-All,Immortality,Immortality
3888,One-Above-All,Element Control,Element Control
3889,One-Above-All,Phasing,P h a s i n g
3890,One-Above-All,Astral Projection,Astral Projection
3891,One-Above-All,Invulnerability,Invulnerability
3892,One-Above-All,Self-Sustenance,Self-Sustenance
3893,One-Above-All,Precognition,Precognition
3894,One-Above-All,Molecular Manipulation,Molecular Manipulation
3895,One-Above-All,Gravity Control,Gravity Control
3896,One-Above-All,Energy Manipulation,Energy Manipulation
3897,One-Above-All,Time Travel,Time Travel
3898,One-Above-All,Omnipotent,Omnipotent
3899,One-Above-All,Time Manipulation,Time Manipulation
3900,One-Above-All,Invisibility,Invisibility
3901,One-Above-All,Reality Warping,Reality Warping
3902,One-Above-All,Omnipresent,Omnipresent
3903,One-Above-All,Omniscient,Omniscient
3904,Onslaught,Dimensional Awareness,Dimensional Awareness
3905,Onslaught,Flight,F l i g h t
3906,Onslaught,Intelligence,Intelligence
3907,Onslaught,Super Strength,Super Strength
3908,Onslaught,Telepathy,Telepathy
3909,Onslaught,Size Changing,Size Changing
3910,Onslaught,Astral Travel,Astral Travel
3911,Onslaught,Telekinesis,Telekinesis
3912,Onslaught,Camouflage,Camouflage
3913,Onslaught,Astral Projection,Astral Projection
3914,Onslaught,Invulnerability,Invulnerability
3915,Onslaught,Force Fields,Force Fields
3916,Onslaught,Psionic Powers,Psionic Powers
3917,Onslaught,Mind Control,Mind Control
3918,Onslaught,Power Absorption,Power Absorption
3919,Onslaught,Intangibility,Intangibility
3920,Onslaught,Mind Blast,Mind Blast
3921,Onslaught,Illusions,Illusions
3922,Onslaught,Telepathy Resistance,Telepathy Resistance
3923,Onslaught,Magnetism,Magnetism
3924,Onslaught,Vision - X-Ray,Vision - X-Ray
3925,Onslaught,Reality Warping,Reality Warping
3926,Oracle,Intelligence,Intelligence
3927,Orion,Agility,A g i l i t y
3928,Orion,Accelerated Healing,Accelerated Healing
3929,Orion,Durability,Durability
3930,Orion,Stealth,S t e a l t h
3931,Orion,Flight,F l i g h t
3932,Orion,Marksmanship,Marksmanship
3933,Orion,Weapons Master,Weapons Master
3934,Orion,Intelligence,Intelligence
3935,Orion,Super Strength,Super Strength
3936,Orion,Energy Blasts,Energy Blasts
3937,Orion,Stamina,S t a m i n a
3938,Orion,Enhanced Senses,Enhanced Senses
3939,Orion,Magic,M a g i c
3940,Orion,Immortality,Immortality
3941,Orion,Enhanced Hearing,Enhanced Hearing
3942,Orion,Energy Manipulation,Energy Manipulation
3943,Orion,Enhanced Smell,Enhanced Smell
3944,Osiris,Durability,Durability
3945,Osiris,Flight,F l i g h t
3946,Osiris,Intelligence,Intelligence
3947,Osiris,Super Strength,Super Strength
3948,Osiris,Stamina,S t a m i n a
3949,Osiris,Super Speed,Super Speed
3950,Osiris,Clairvoyance,Clairvoyance
3951,Osiris,Dimensional Travel,Dimensional Travel
3952,Osiris,Invulnerability,Invulnerability
3953,Osiris,Self-Sustenance,Self-Sustenance
3954,Overtkill,Super Strength,Super Strength
3955,Overtkill,Super Speed,Super Speed
3956,Overtkill,Enhanced Senses,Enhanced Senses
3957,Ozymandias,Agility,A g i l i t y
3958,Ozymandias,Stealth,S t e a l t h
3959,Ozymandias,Intelligence,Intelligence
3960,Ozymandias,Stamina,S t a m i n a
3961,Ozymandias,Peak Human Condition,Peak Human Condition
3962,Ozymandias,Enhanced Memory,Enhanced Memory
3963,Ozymandias,Reflexes,Reflexes
3964,Ozymandias,Omnilingualism,Omnilingualism
3965,Parademon,Flight,F l i g h t
3966,Parademon,Super Strength,Super Strength
3967,Parademon,Shapeshifting,Shapeshifting
3968,Parademon,Fire Resistance,Fire Resistance
3969,Parademon,Heat Generation,Heat Generation
3970,Parademon,Gliding,G l i d i n g
3971,Parademon,Power Suit,Power Suit
3972,Parademon,Natural Weapons,Natural Weapons
3973,Parademon,Super Breath,Super Breath
3974,Peek-a-Boo,Teleportation,Teleportation
3975,Penance II,Energy Blasts,Energy Blasts
3976,Penguin,Intelligence,Intelligence
3977,Peter Petrelli,Power Absorption,Power Absorption
3978,Phantom,Marksmanship,Marksmanship
3979,Phantom,Peak Human Condition,Peak Human Condition
3980,Phantom,Reflexes,Reflexes
3981,Phantom Girl,Phasing,P h a s i n g
3982,Phoenix,Agility,A g i l i t y
3983,Phoenix,Energy Absorption,Energy Absorption
3984,Phoenix,Telepathy,Telepathy
3985,Phoenix,Telekinesis,Telekinesis
3986,Phoenix,Immortality,Immortality
3987,Phoenix,Astral Projection,Astral Projection
3988,Phoenix,Fire Control,Fire Control
3989,Phoenix,Force Fields,Force Fields
3990,Phoenix,Psionic Powers,Psionic Powers
3991,Phoenix,Mind Control,Mind Control
3992,Phoenix,Molecular Manipulation,Molecular Manipulation
3993,Phoenix,Mind Blast,Mind Blast
3994,Phoenix,Levitation,Levitation
3995,Phoenix,Energy Manipulation,Energy Manipulation
3996,Phoenix,Illusions,Illusions
3997,Phoenix,Telepathy Resistance,Telepathy Resistance
3998,Phoenix,Resurrection,Resurrection
3999,Phoenix,Phoenix Force,Phoenix Force
4000,Plantman,Durability,Durability
4001,Plantman,Stealth,S t e a l t h
4002,Plantman,Super Strength,Super Strength
4003,Plantman,Invulnerability,Invulnerability
4004,Plantman,Plant Control,Plant Control
4005,Plastic Man,Agility,A g i l i t y
4006,Plastic Man,Accelerated Healing,Accelerated Healing
4007,Plastic Man,Durability,Durability
4008,Plastic Man,Stealth,S t e a l t h
4009,Plastic Man,Super Strength,Super Strength
4010,Plastic Man,Size Changing,Size Changing
4011,Plastic Man,Density Control,Density Control
4012,Plastic Man,Shapeshifting,Shapeshifting
4013,Plastic Man,Immortality,Immortality
4014,Plastic Man,Invulnerability,Invulnerability
4015,Plastic Man,Elasticity,Elasticity
4016,Plastic Man,Telepathy Resistance,Telepathy Resistance
4017,Plastique,Energy Blasts,Energy Blasts
4018,Poison Ivy,Agility,A g i l i t y
4019,Poison Ivy,Accelerated Healing,Accelerated Healing
4020,Poison Ivy,Marksmanship,Marksmanship
4021,Poison Ivy,Super Strength,Super Strength
4022,Poison Ivy,Death Touch,Death Touch
4023,Poison Ivy,Substance Secretion,Substance Secretion
4024,Poison Ivy,Hypnokinesis,Hypnokinesis
4025,Poison Ivy,Toxin and Disease Control,"Toxin,Disease Control"
4026,Poison Ivy,Toxin and Disease Resistance,"Toxin,Disease Resis"
4027,Poison Ivy,Plant Control,Plant Control
4028,Polaris,Energy Absorption,Energy Absorption
4029,Polaris,Flight,F l i g h t
4030,Polaris,Intelligence,Intelligence
4031,Polaris,Enhanced Senses,Enhanced Senses
4032,Polaris,Force Fields,Force Fields
4033,Polaris,Molecular Manipulation,Molecular Manipulation
4034,Polaris,Energy Manipulation,Energy Manipulation
4035,Polaris,Magnetism,Magnetism
4036,Power Girl,Agility,A g i l i t y
4037,Power Girl,Accelerated Healing,Accelerated Healing
4038,Power Girl,Durability,Durability
4039,Power Girl,Energy Absorption,Energy Absorption
4040,Power Girl,Flight,F l i g h t
4041,Power Girl,Intelligence,Intelligence
4042,Power Girl,Super Strength,Super Strength
4043,Power Girl,Stamina,S t a m i n a
4044,Power Girl,Super Speed,Super Speed
4045,Power Girl,Enhanced Senses,Enhanced Senses
4046,Power Girl,Jump,J u m p
4047,Power Girl,Enhanced Memory,Enhanced Memory
4048,Power Girl,Reflexes,Reflexes
4049,Power Girl,Invulnerability,Invulnerability
4050,Power Girl,Enhanced Hearing,Enhanced Hearing
4051,Power Girl,Vision - Telescopic,Vision - Telescopic
4052,Power Girl,Toxin and Disease Resistance,"Toxin,Disease Resis"
4053,Power Girl,Vision - Microscopic,Vision - Microscopic
4054,Power Girl,Super Breath,Super Breath
4055,Power Girl,Vision - Night,Vision - Night
4056,Power Girl,Vision - Infrared,Vision - Infrared
4057,Power Girl,Vision - Heat,Vision - Heat
4058,Power Girl,Vision - X-Ray,Vision - X-Ray
4059,Power Girl,Vision - Thermal,Vision - Thermal
4060,Predator,Accelerated Healing,Accelerated Healing
4061,Predator,Cold Resistance,Cold Resistance
4062,Predator,Durability,Durability
4063,Predator,Stealth,S t e a l t h
4064,Predator,Marksmanship,Marksmanship
4065,Predator,Weapons Master,Weapons Master
4066,Predator,Longevity,Longevity
4067,Predator,Intelligence,Intelligence
4068,Predator,Super Strength,Super Strength
4069,Predator,Stamina,S t a m i n a
4070,Predator,Jump,J u m p
4071,Predator,Camouflage,Camouflage
4072,Predator,Reflexes,Reflexes
4073,Predator,Power Suit,Power Suit
4074,Predator,Natural Weapons,Natural Weapons
4075,Predator,Cloaking,Cloaking
4076,Predator,Toxin and Disease Resistance,"Toxin,Disease Resis"
4077,Predator,Vision - Night,Vision - Night
4078,Predator,Vision - Infrared,Vision - Infrared
4079,Predator,Radar Sense,Radar Sense
4080,Predator,Vision - Thermal,Vision - Thermal
4081,Professor X,Intelligence,Intelligence
4082,Professor X,Telepathy,Telepathy
4083,Professor X,Possession,Possession
4084,Professor X,Power Sense,Power Sense
4085,Professor X,Astral Projection,Astral Projection
4086,Professor X,Projection,Projection
4087,Professor X,Psionic Powers,Psionic Powers
4088,Professor X,Mind Control,Mind Control
4089,Professor X,Mind Blast,Mind Blast
4090,Professor X,Illusions,Illusions
4091,Professor Zoom,Stamina,S t a m i n a
4092,Professor Zoom,Super Speed,Super Speed
4093,Professor Zoom,Phasing,P h a s i n g
4094,Professor Zoom,Reflexes,Reflexes
4095,Professor Zoom,Time Travel,Time Travel
4096,Proto-Goblin,Agility,A g i l i t y
4097,Proto-Goblin,Durability,Durability
4098,Proto-Goblin,Super Strength,Super Strength
4099,Proto-Goblin,Natural Weapons,Natural Weapons
4100,Psylocke,Agility,A g i l i t y
4101,Psylocke,Stealth,S t e a l t h
4102,Psylocke,Super Strength,Super Strength
4103,Psylocke,Telepathy,Telepathy
4104,Psylocke,Super Speed,Super Speed
4105,Psylocke,Telekinesis,Telekinesis
4106,Psylocke,Astral Projection,Astral Projection
4107,Psylocke,Psionic Powers,Psionic Powers
4108,Psylocke,Precognition,Precognition
4109,Psylocke,Mind Control,Mind Control
4110,Psylocke,Illusions,Illusions
4111,Psylocke,Cloaking,Cloaking
4112,Psylocke,Telepathy Resistance,Telepathy Resistance
4113,Psylocke,Mind Control Resistance,Mind Control Resis
4114,Punisher,Agility,A g i l i t y
4115,Punisher,Durability,Durability
4116,Punisher,Stealth,S t e a l t h
4117,Punisher,Marksmanship,Marksmanship
4118,Punisher,Weapons Master,Weapons Master
4119,Punisher,Stamina,S t a m i n a
4120,Punisher,Weapon-based Powers,Weapon-based Powers
4121,Punisher,Peak Human Condition,Peak Human Condition
4122,Punisher,Reflexes,Reflexes
4123,Purple Man,Accelerated Healing,Accelerated Healing
4124,Purple Man,Telepathy,Telepathy
4125,Purple Man,Substance Secretion,Substance Secretion
4126,Purple Man,Mind Control,Mind Control
4127,Purple Man,Hypnokinesis,Hypnokinesis
4128,Pyro,Fire Control,Fire Control
4129,Q,Dimensional Awareness,Dimensional Awareness
4130,Q,Stealth,S t e a l t h
4131,Q,Intelligence,Intelligence
4132,Q,Teleportation,Teleportation
4133,Q,Telekinesis,Telekinesis
4134,Q,Magic,M a g i c
4135,Q,Immortality,Immortality
4136,Q,Phasing,P h a s i n g
4137,Q,Force Fields,Force Fields
4138,Q,Probability Manipulation,Prob Manipulation
4139,Q,Gravity Control,Gravity Control
4140,Q,Time Travel,Time Travel
4141,Q,Illusions,Illusions
4142,Q,Time Manipulation,Time Manipulation
4143,Q,Reality Warping,Reality Warping
4144,Quantum,Super Speed,Super Speed
4145,Queen Hippolyta,Agility,A g i l i t y
4146,Queen Hippolyta,Durability,Durability
4147,Queen Hippolyta,Intelligence,Intelligence
4148,Queen Hippolyta,Super Strength,Super Strength
4149,Queen Hippolyta,Stamina,S t a m i n a
4150,Queen Hippolyta,Super Speed,Super Speed
4151,Queen Hippolyta,Immortality,Immortality
4152,Queen Hippolyta,Self-Sustenance,Self-Sustenance
4153,Question,Agility,A g i l i t y
4154,Question,Intelligence,Intelligence
4155,Quicksilver,Durability,Durability
4156,Quicksilver,Super Strength,Super Strength
4157,Quicksilver,Super Speed,Super Speed
4158,Quicksilver,Molecular Manipulation,Molecular Manipulation
4159,Quicksilver,Time Manipulation,Time Manipulation
4160,Quill,Weapon-based Powers,Weapon-based Powers
4161,Quill,Substance Secretion,Substance Secretion
4162,Ra's Al Ghul,Agility,A g i l i t y
4163,Ra's Al Ghul,Durability,Durability
4164,Ra's Al Ghul,Longevity,Longevity
4165,Ra's Al Ghul,Intelligence,Intelligence
4166,Ra's Al Ghul,Super Strength,Super Strength
4167,Ra's Al Ghul,Stamina,S t a m i n a
4168,Ra's Al Ghul,Super Speed,Super Speed
4169,Ra's Al Ghul,Weapon-based Powers,Weapon-based Powers
4170,Rachel Pirzad,Enhanced Senses,Enhanced Senses
4171,Rachel Pirzad,Enhanced Hearing,Enhanced Hearing
4172,Rachel Pirzad,Enhanced Smell,Enhanced Smell
4173,Rachel Pirzad,Vision - Telescopic,Vision - Telescopic
4174,Rachel Pirzad,Enhanced Touch,Enhanced Touch
